Dataset,Model,Score_Type,n,m,Algorithm,Trial,FCP,Relative_Length,Set_Size
Synthetic,RANKNET,RA,500,1000,TCPR,81,0.967,0.29931266666666667,448.969
Synthetic,RANKNET,VA,500,1000,Oracle,81,0.867,0.204432,306.648
Synthetic,RANKNET,VA,500,1000,DCR,81,0.894,0.216644,324.966
Synthetic,RANKNET,VA,500,1000,MDCR,81,0.893,0.21639,324.585
Synthetic,RANKNET,VA,500,1000,TCPR,81,0.98,0.29893933333333333,448.409
Synthetic,RANKNET,RA,500,1000,Oracle,82,0.901,0.23183533333333334,347.753
Synthetic,RANKNET,RA,500,1000,DCR,82,0.93,0.249202,373.803
Synthetic,RANKNET,RA,500,1000,MDCR,82,0.93,0.249202,373.803
Synthetic,RANKNET,RA,500,1000,TCPR,82,0.976,0.3233493333333333,485.024
Synthetic,RANKNET,VA,500,1000,Oracle,82,0.92,0.22129533333333332,331.943
Synthetic,RANKNET,VA,500,1000,DCR,82,0.939,0.238988,358.482
Synthetic,RANKNET,VA,500,1000,MDCR,82,0.937,0.23833333333333334,357.5
Synthetic,RANKNET,VA,500,1000,TCPR,82,0.981,0.31973266666666667,479.599
Synthetic,RANKNET,RA,500,1000,Oracle,83,0.901,0.231568,347.352
Synthetic,RANKNET,RA,500,1000,DCR,83,0.908,0.238564,357.846
Synthetic,RANKNET,RA,500,1000,MDCR,83,0.908,0.238564,357.846
Synthetic,RANKNET,RA,500,1000,TCPR,83,0.975,0.31651066666666666,474.766
Synthetic,RANKNET,VA,500,1000,Oracle,83,0.882,0.20719533333333334,310.793
Synthetic,RANKNET,VA,500,1000,DCR,83,0.905,0.2202606666666667,330.391
Synthetic,RANKNET,VA,500,1000,MDCR,83,0.905,0.21970066666666666,329.551
Synthetic,RANKNET,VA,500,1000,TCPR,83,0.979,0.30129333333333336,451.94
Synthetic,RANKNET,RA,500,1000,Oracle,84,0.894,0.22828266666666666,342.424
Synthetic,RANKNET,RA,500,1000,DCR,84,0.898,0.2306466666666667,345.97
Synthetic,RANKNET,RA,500,1000,MDCR,84,0.898,0.2306466666666667,345.97
Synthetic,RANKNET,RA,500,1000,TCPR,84,0.979,0.31217266666666665,468.259
Synthetic,RANKNET,VA,500,1000,Oracle,84,0.898,0.21647733333333333,324.716
Synthetic,RANKNET,VA,500,1000,DCR,84,0.914,0.22512000000000001,337.68
Synthetic,RANKNET,VA,500,1000,MDCR,84,0.915,0.22545733333333332,338.186
Synthetic,RANKNET,VA,500,1000,TCPR,84,0.982,0.3045373333333333,456.806
Synthetic,RANKNET,RA,500,1000,Oracle,85,0.894,0.22740266666666667,341.104
Synthetic,RANKNET,RA,500,1000,DCR,85,0.893,0.22623000000000001,339.345
Synthetic,RANKNET,RA,500,1000,MDCR,85,0.892,0.225056,337.584
Synthetic,RANKNET,RA,500,1000,TCPR,85,0.963,0.29599600000000004,443.994
Synthetic,RANKNET,VA,500,1000,Oracle,85,0.886,0.20904866666666666,313.573
Synthetic,RANKNET,VA,500,1000,DCR,85,0.9,0.21505266666666667,322.579
Synthetic,RANKNET,VA,500,1000,MDCR,85,0.901,0.21512066666666665,322.681
Synthetic,RANKNET,VA,500,1000,TCPR,85,0.976,0.292342,438.513
Synthetic,RANKNET,RA,500,1000,Oracle,86,0.909,0.23368533333333336,350.528
Synthetic,RANKNET,RA,500,1000,DCR,86,0.919,0.2406066666666667,360.91
Synthetic,RANKNET,RA,500,1000,MDCR,86,0.919,0.2406066666666667,360.91
Synthetic,RANKNET,RA,500,1000,TCPR,86,0.975,0.32094866666666666,481.423
Synthetic,RANKNET,VA,500,1000,Oracle,86,0.897,0.21129266666666668,316.939
Synthetic,RANKNET,VA,500,1000,DCR,86,0.917,0.220314,330.471
Synthetic,RANKNET,VA,500,1000,MDCR,86,0.919,0.2211486666666667,331.723
Synthetic,RANKNET,VA,500,1000,TCPR,86,0.977,0.29746466666666666,446.197
Synthetic,RANKNET,RA,500,1000,Oracle,87,0.884,0.22285133333333332,334.277
Synthetic,RANKNET,RA,500,1000,DCR,87,0.905,0.23454933333333333,351.824
Synthetic,RANKNET,RA,500,1000,MDCR,87,0.905,0.23454933333333333,351.824
Synthetic,RANKNET,RA,500,1000,TCPR,87,0.978,0.3115386666666667,467.308
Synthetic,RANKNET,VA,500,1000,Oracle,87,0.896,0.21336466666666667,320.047
Synthetic,RANKNET,VA,500,1000,DCR,87,0.916,0.22259933333333334,333.899
Synthetic,RANKNET,VA,500,1000,MDCR,87,0.916,0.2227046666666667,334.057
Synthetic,RANKNET,VA,500,1000,TCPR,87,0.984,0.3078186666666667,461.728
Synthetic,RANKNET,RA,500,1000,Oracle,88,0.897,0.22910666666666668,343.66
Synthetic,RANKNET,RA,500,1000,DCR,88,0.893,0.22556466666666666,338.347
Synthetic,RANKNET,RA,500,1000,MDCR,88,0.89,0.224382,336.573
Synthetic,RANKNET,RA,500,1000,TCPR,88,0.966,0.3028186666666667,454.228
Synthetic,RANKNET,VA,500,1000,Oracle,88,0.894,0.21381466666666665,320.722
Synthetic,RANKNET,VA,500,1000,DCR,88,0.909,0.22030733333333335,330.461
Synthetic,RANKNET,VA,500,1000,MDCR,88,0.908,0.220074,330.111
Synthetic,RANKNET,VA,500,1000,TCPR,88,0.975,0.298314,447.471
Synthetic,RANKNET,RA,500,1000,Oracle,89,0.927,0.24250399999999997,363.756
Synthetic,RANKNET,RA,500,1000,DCR,89,0.927,0.24250399999999997,363.756
Synthetic,RANKNET,RA,500,1000,MDCR,89,0.927,0.24250399999999997,363.756
Synthetic,RANKNET,RA,500,1000,TCPR,89,0.978,0.327136,490.704
Synthetic,RANKNET,VA,500,1000,Oracle,89,0.92,0.22264533333333333,333.968
Synthetic,RANKNET,VA,500,1000,DCR,89,0.927,0.22611533333333333,339.173
Synthetic,RANKNET,VA,500,1000,MDCR,89,0.927,0.226342,339.513
Synthetic,RANKNET,VA,500,1000,TCPR,89,0.979,0.30070600000000003,451.059
Synthetic,RANKNET,RA,500,1000,Oracle,90,0.901,0.23102533333333333,346.538
Synthetic,RANKNET,RA,500,1000,DCR,90,0.913,0.24028000000000002,360.42
Synthetic,RANKNET,RA,500,1000,MDCR,90,0.913,0.24028000000000002,360.42
Synthetic,RANKNET,RA,500,1000,TCPR,90,0.973,0.314374,471.561
Synthetic,RANKNET,VA,500,1000,Oracle,90,0.882,0.20560133333333333,308.402
Synthetic,RANKNET,VA,500,1000,DCR,90,0.915,0.21983933333333333,329.759
Synthetic,RANKNET,VA,500,1000,MDCR,90,0.915,0.21985,329.775
Synthetic,RANKNET,VA,500,1000,TCPR,90,0.979,0.29591,443.865
Synthetic,RANKNET,RA,500,1000,Oracle,91,0.886,0.22338666666666665,335.08
Synthetic,RANKNET,RA,500,1000,DCR,91,0.887,0.22455799999999998,336.837
Synthetic,RANKNET,RA,500,1000,MDCR,91,0.888,0.22572799999999998,338.592
Synthetic,RANKNET,RA,500,1000,TCPR,91,0.963,0.30210333333333333,453.155
Synthetic,RANKNET,VA,500,1000,Oracle,91,0.884,0.208064,312.096
Synthetic,RANKNET,VA,500,1000,DCR,91,0.889,0.21199,317.985
Synthetic,RANKNET,VA,500,1000,MDCR,91,0.889,0.212152,318.228
Synthetic,RANKNET,VA,500,1000,TCPR,91,0.975,0.294456,441.684
Synthetic,RANKNET,RA,500,1000,Oracle,92,0.909,0.234998,352.497
Synthetic,RANKNET,RA,500,1000,DCR,92,0.914,0.237332,355.998
Synthetic,RANKNET,RA,500,1000,MDCR,92,0.91,0.23616533333333334,354.248
Synthetic,RANKNET,RA,500,1000,TCPR,92,0.984,0.32225,483.375
Synthetic,RANKNET,VA,500,1000,Oracle,92,0.919,0.22207000000000002,333.105
Synthetic,RANKNET,VA,500,1000,DCR,92,0.929,0.227794,341.691
Synthetic,RANKNET,VA,500,1000,MDCR,92,0.929,0.22807266666666665,342.109
Synthetic,RANKNET,VA,500,1000,TCPR,92,0.99,0.31601266666666666,474.019
Synthetic,RANKNET,RA,500,1000,Oracle,93,0.915,0.23701999999999998,355.53
Synthetic,RANKNET,RA,500,1000,DCR,93,0.943,0.2613493333333333,392.024
Synthetic,RANKNET,RA,500,1000,MDCR,93,0.943,0.2613493333333333,392.024
Synthetic,RANKNET,RA,500,1000,TCPR,93,0.982,0.340934,511.401
Synthetic,RANKNET,VA,500,1000,Oracle,93,0.907,0.21698533333333334,325.478
Synthetic,RANKNET,VA,500,1000,DCR,93,0.937,0.23966866666666667,359.503
Synthetic,RANKNET,VA,500,1000,MDCR,93,0.936,0.23929466666666668,358.942
Synthetic,RANKNET,VA,500,1000,TCPR,93,0.986,0.3272406666666667,490.861
Synthetic,RANKNET,RA,500,1000,Oracle,94,0.89,0.22595,338.925
Synthetic,RANKNET,RA,500,1000,DCR,94,0.901,0.23298533333333335,349.478
Synthetic,RANKNET,RA,500,1000,MDCR,94,0.901,0.23298533333333335,349.478
Synthetic,RANKNET,RA,500,1000,TCPR,94,0.974,0.308434,462.651
Synthetic,RANKNET,VA,500,1000,Oracle,94,0.893,0.21246866666666664,318.703
Synthetic,RANKNET,VA,500,1000,DCR,94,0.909,0.22159133333333333,332.387
Synthetic,RANKNET,VA,500,1000,MDCR,94,0.907,0.22028266666666665,330.424
Synthetic,RANKNET,VA,500,1000,TCPR,94,0.983,0.30299733333333334,454.496
Synthetic,RANKNET,RA,500,1000,Oracle,95,0.897,0.22818200000000002,342.273
Synthetic,RANKNET,RA,500,1000,DCR,95,0.903,0.23284266666666667,349.264
Synthetic,RANKNET,RA,500,1000,MDCR,95,0.9,0.231678,347.517
Synthetic,RANKNET,RA,500,1000,TCPR,95,0.975,0.313236,469.854
Synthetic,RANKNET,VA,500,1000,Oracle,95,0.888,0.20880466666666667,313.207
Synthetic,RANKNET,VA,500,1000,DCR,95,0.919,0.22267133333333333,334.007
Synthetic,RANKNET,VA,500,1000,MDCR,95,0.917,0.2221226666666667,333.184
Synthetic,RANKNET,VA,500,1000,TCPR,95,0.981,0.30473333333333336,457.1
Synthetic,RANKNET,RA,500,1000,Oracle,96,0.898,0.22911866666666666,343.678
Synthetic,RANKNET,RA,500,1000,DCR,96,0.898,0.231468,347.202
Synthetic,RANKNET,RA,500,1000,MDCR,96,0.898,0.23029399999999997,345.441
Synthetic,RANKNET,RA,500,1000,TCPR,96,0.973,0.310508,465.762
Synthetic,RANKNET,VA,500,1000,Oracle,96,0.906,0.21717866666666666,325.768
Synthetic,RANKNET,VA,500,1000,DCR,96,0.92,0.22426933333333332,336.404
Synthetic,RANKNET,VA,500,1000,MDCR,96,0.92,0.224636,336.954
Synthetic,RANKNET,VA,500,1000,TCPR,96,0.979,0.30042266666666667,450.634
Synthetic,RANKNET,RA,500,1000,Oracle,97,0.915,0.23578266666666664,353.674
Synthetic,RANKNET,RA,500,1000,DCR,97,0.921,0.24039933333333333,360.599
Synthetic,RANKNET,RA,500,1000,MDCR,97,0.921,0.24039933333333333,360.599
Synthetic,RANKNET,RA,500,1000,TCPR,97,0.981,0.3166986666666667,475.048
Synthetic,RANKNET,VA,500,1000,Oracle,97,0.907,0.21373733333333333,320.606
Synthetic,RANKNET,VA,500,1000,DCR,97,0.927,0.2262606666666667,339.391
Synthetic,RANKNET,VA,500,1000,MDCR,97,0.927,0.22631400000000002,339.471
Synthetic,RANKNET,VA,500,1000,TCPR,97,0.984,0.300788,451.182
Synthetic,RANKNET,RA,500,1000,Oracle,98,0.89,0.22696866666666665,340.453
Synthetic,RANKNET,RA,500,1000,DCR,98,0.89,0.22696866666666665,340.453
Synthetic,RANKNET,RA,500,1000,MDCR,98,0.89,0.22696866666666665,340.453
Synthetic,RANKNET,RA,500,1000,TCPR,98,0.972,0.308842,463.263
Synthetic,RANKNET,VA,500,1000,Oracle,98,0.892,0.21396133333333334,320.942
Synthetic,RANKNET,VA,500,1000,DCR,98,0.911,0.22312733333333332,334.691
Synthetic,RANKNET,VA,500,1000,MDCR,98,0.912,0.22331333333333336,334.97
Synthetic,RANKNET,VA,500,1000,TCPR,98,0.981,0.30214266666666667,453.214
Synthetic,RANKNET,RA,500,1000,Oracle,99,0.894,0.22738199999999997,341.073
Synthetic,RANKNET,RA,500,1000,DCR,99,0.896,0.22973000000000002,344.595
Synthetic,RANKNET,RA,500,1000,MDCR,99,0.896,0.22973000000000002,344.595
Synthetic,RANKNET,RA,500,1000,TCPR,99,0.971,0.3051673333333333,457.751
Synthetic,RANKNET,VA,500,1000,Oracle,99,0.894,0.21333666666666667,320.005
Synthetic,RANKNET,VA,500,1000,DCR,99,0.898,0.21507933333333334,322.619
Synthetic,RANKNET,VA,500,1000,MDCR,99,0.898,0.21525533333333333,322.883
Synthetic,RANKNET,VA,500,1000,TCPR,99,0.978,0.3016333333333333,452.45
